Date,Open,High,Low,Close,Volume,Company
05/07/2019,63,63,63,63,200,KAPC
05/06/2019,63.25,64,63,63.25,"1,600",KAPC
05/02/2019,64.25,64.5,64,64.25,500,KAPC
04/30/2019,68,68,68,68,100,KAPC
04/29/2019,67.25,70,64.5,67.25,200,KAPC
04/26/2019,64,64,64,64,400,KAPC
04/24/2019,64,64,64,64,200,KAPC
04/23/2019,65.5,66,63,65.5,"1,100",KAPC
04/17/2019,60,61,60,60,"1,000",KAPC
04/16/2019,64,69.5,63,64,"1,500",KAPC
04/12/2019,64,69.5,63,64,"2,400",KAPC
04/11/2019,69.5,69.5,69.5,69.5,600,KAPC
04/09/2019,69.5,69.5,69.5,69.5,600,KAPC
04/08/2019,69.75,69.75,69.75,69.75,700,KAPC
04/05/2019,69.75,69.75,69.75,69.75,600,KAPC
04/04/2019,69.75,69.75,69.75,69.75,200,KAPC
03/29/2019,69.25,70,69,69.25,"2,000",KAPC
03/28/2019,70,70,70,70,"3,600",KAPC
03/22/2019,69.25,70,68,69.25,"3,500",KAPC
03/21/2019,69.75,70,69.5,69.75,200,KAPC
03/20/2019,74.5,74.5,74.5,74.5,300,KAPC
03/18/2019,68,68,68,68,"1,000",KAPC
03/14/2019,75.5,78,75,75.5,"1,300",KAPC
03/12/2019,79,79,79,79,100,KAPC
03/11/2019,79.25,79.5,79,79.25,"2,700",KAPC
03/08/2019,79.5,79.5,79.5,79.5,100,KAPC
03/07/2019,79.5,79.5,79.5,79.5,500,KAPC
03/05/2019,79,79,79,79,100,KAPC
02/28/2019,80,80,80,80,500,KAPC
02/26/2019,79,80,75.75,79,"1,400",KAPC
02/21/2019,79.5,79.5,79.5,79.5,300,KAPC
02/20/2019,79.5,79.5,79.5,79.5,400,KAPC
02/19/2019,79.5,79.5,79.5,79.5,600,KAPC
02/18/2019,79.5,79.5,79.5,79.5,300,KAPC
02/15/2019,79.5,79.75,79.5,79.5,200,KAPC
02/12/2019,79.5,79.5,79.5,79.5,100,KAPC
02/07/2019,78,78,78,78,100,KAPC
02/06/2019,75,80,74.5,75,"2,200",KAPC
02/05/2019,73,73,73,73,100,KAPC
02/01/2019,71,71.25,71,71,500,KAPC
01/30/2019,72,72,72,72,200,KAPC
01/29/2019,72,72,72,72,"1,100",KAPC
01/22/2019,71,71,71,71,100,KAPC
01/21/2019,71,71,71,71,100,KAPC
01/18/2019,71,71,71,71,300,KAPC
01/17/2019,71,71,71,71,700,KAPC
01/16/2019,73,74,70,73,500,KAPC
01/14/2019,67.75,67.75,67.75,67.75,"1,000",KAPC
01/10/2019,72.5,74,70,72.5,300,KAPC
01/09/2019,68.75,69.5,67.5,68.75,"1,400",KAPC
01/07/2019,70,70.5,70,70,400,KAPC
01/04/2019,74.5,74.5,74.5,74.5,"1,000",KAPC
01/03/2019,75,75,75,75,200,KAPC
01/02/2019,74.5,74.5,74.5,74.5,200,KAPC
12/31/2018,75,75,75,75,"1,000",KAPC
12/27/2018,80,80,80,80,300,KAPC
12/20/2018,74,74,74,74,700,KAPC
12/19/2018,74,74,74,74,"1,200",KAPC
12/18/2018,74,74,74,74,200,KAPC
12/17/2018,74,74,74,74,500,KAPC
12/14/2018,74,74,74,74,100,KAPC
12/11/2018,70,70,70,70,300,KAPC
12/10/2018,75,75,75,75,300,KAPC
12/07/2018,75,75,75,75,500,KAPC
12/04/2018,75,75,75,75,900,KAPC
12/03/2018,73,75,71,73,400,KAPC
11/30/2018,75,75,75,75,100,KAPC
11/29/2018,74.5,75,74,74.5,500,KAPC
11/27/2018,74,75,72,74,300,KAPC
11/26/2018,71,71,71,71,500,KAPC
11/23/2018,75,75,75,75,300,KAPC
11/21/2018,70.5,71,70,70.5,"1,200",KAPC
11/20/2018,74,75,73,74,"2,200",KAPC
11/19/2018,71,71,71,71,500,KAPC
11/16/2018,71,71,71,71,500,KAPC
11/15/2018,72,77,71,72,500,KAPC
11/14/2018,77,77,77,77,400,KAPC
11/12/2018,70,70,70,70,100,KAPC
11/08/2018,72,72,72,72,100,KAPC
11/07/2018,70,70,70,70,100,KAPC
11/02/2018,74,74,74,74,100,KAPC
10/31/2018,68.5,74,67,68.5,"2,400",KAPC
10/29/2018,74,74,74,74,400,KAPC
10/26/2018,74,74,74,74,"1,300",KAPC
10/25/2018,68.5,75,67,68.5,"2,500",KAPC
10/24/2018,74,74,74,74,"1,300",KAPC
10/23/2018,73.5,73.5,73.5,73.5,100,KAPC
10/19/2018,67,67,67,67,700,KAPC
10/18/2018,74,78,69.5,74,"2,400",KAPC
10/16/2018,77,77,77,77,300,KAPC
10/15/2018,77,78,76,77,400,KAPC
10/12/2018,78,78,78,78,300,KAPC
10/09/2018,81,81,81,81,"1,300",KAPC
10/05/2018,85,85,85,85,100,KAPC
10/04/2018,85,85,85,85,300,KAPC
10/01/2018,88,88,88,88,100,KAPC
09/28/2018,86,86.5,86,86,900,KAPC
09/27/2018,87,88,86.5,87,200,KAPC
09/25/2018,90,90,90,90,400,KAPC
09/24/2018,90,90,90,90,100,KAPC
09/21/2018,94,94,94,94,400,KAPC
09/20/2018,95,95,95,95,400,KAPC
09/19/2018,95.5,95.5,95.5,95.5,"2,400",KAPC
09/18/2018,95.5,99,95,95.5,"1,800",KAPC
09/17/2018,100,100,100,100,"1,200",KAPC
09/14/2018,99,99,99,99,900,KAPC
09/13/2018,98,99,95.5,98,"3,300",KAPC
09/11/2018,96.5,99,95.5,96.5,"5,300",KAPC
09/10/2018,101,101,101,101,"1,600",KAPC
09/06/2018,98.5,100,94,98.5,900,KAPC
09/05/2018,95,98,95,95,"3,100",KAPC
09/04/2018,96,96,96,96,"1,500",KAPC
08/30/2018,96,100,95,96,"2,800",KAPC
08/29/2018,95,95,95,95,800,KAPC
08/28/2018,95,98,90,95,"1,700",KAPC
08/27/2018,95,96,95,95,300,KAPC
08/24/2018,98,99,95,98,"1,700",KAPC
08/23/2018,96.5,99,95,96.5,"3,500",KAPC
08/22/2018,95,99,95,95,"9,100",KAPC
08/20/2018,99,99,99,99,"3,800",KAPC
08/17/2018,99,99,99,99,500,KAPC
08/16/2018,98.5,100,96,98.5,"1,600",KAPC
08/15/2018,95,95,95,95,"4,900",KAPC
08/14/2018,93.5,95,93,93.5,"3,500",KAPC
08/13/2018,93,93,93,93,300,KAPC
08/09/2018,93,95,93,93,"2,000",KAPC
08/08/2018,90.5,93,90,90.5,800,KAPC
08/07/2018,87.5,90,86,87.5,500,KAPC
08/06/2018,86.5,90,85,86.5,800,KAPC
08/03/2018,83.5,83.5,83.5,83.5,"1,600",KAPC
08/02/2018,76,90,75.5,76,"22,000",KAPC
07/26/2018,72,72,72,72,100,KAPC
07/25/2018,75.5,75.5,75.5,75.5,100,KAPC
07/23/2018,71,71,71,71,500,KAPC
07/18/2018,71,71,71,71,200,KAPC
07/06/2018,69,69,69,69,200,KAPC
07/05/2018,69,69,69,69,100,KAPC
07/04/2018,68,68,68,68,100,KAPC
07/02/2018,69,69,69,69,300,KAPC
06/28/2018,68,68,68,68,"2,300",KAPC
06/27/2018,68,68,68,68,100,KAPC
06/26/2018,68,70,68,68,"2,100",KAPC
06/25/2018,70,70,70,70,100,KAPC
06/20/2018,67,67,67,67,700,KAPC
06/19/2018,67,67,67,67,100,KAPC
06/14/2018,65,65,65,65,100,KAPC
06/13/2018,68,68.5,68,68,"1,200",KAPC
06/06/2018,70,70,70,70,"2,300",KAPC
05/30/2018,67,67,67,67,200,KAPC
05/29/2018,67,67,67,67,800,KAPC
05/28/2018,67,67,67,67,300,KAPC
05/14/2018,74,74,74,74,"1,000",KAPC
05/10/2018,73.5,73.5,73.5,73.5,100,KAPC
05/04/2018,74,74,74,74,600,KAPC
05/03/2018,69,69,69,69,800,KAPC
05/02/2018,69,69,69,69,200,KAPC
04/27/2018,69,69,69,69,100,KAPC
04/19/2018,70,70,70,70,100,KAPC
04/18/2018,76,76,76,76,200,KAPC
04/13/2018,76,76,76,76,100,KAPC
04/12/2018,72,72,72,72,"2,000",KAPC
03/26/2018,67,67,67,67,100,KAPC
03/20/2018,74,75,68.5,74,"1,100",KAPC
03/16/2018,72,72,72,72,100,KAPC
03/12/2018,72,74,68,72,300,KAPC
03/07/2018,74,74,74,74,200,KAPC
03/06/2018,74,74,74,74,"1,300",KAPC
03/02/2018,70,70,70,70,100,KAPC
03/01/2018,72,72,72,72,100,KAPC
02/28/2018,72,72,72,72,100,KAPC
02/05/2018,72,72,72,72,700,KAPC
02/02/2018,72,72,72,72,"1,000",KAPC
02/01/2018,74,74,74,74,100,KAPC
01/31/2018,72,72,72,72,500,KAPC
01/29/2018,72,72,72,72,400,KAPC
01/26/2018,74.5,75,74.5,74.5,200,KAPC
01/25/2018,72,72,72,72,"15,500",KAPC
01/23/2018,71,71.5,71,71,300,KAPC
01/22/2018,72,72,72,72,100,KAPC
01/19/2018,72,72,72,72,"2,000",KAPC
01/18/2018,71,72,71,71,"3,400",KAPC
01/17/2018,65.5,65.5,65.5,65.5,100,KAPC
01/16/2018,70,70,70,70,100,KAPC
01/15/2018,70.5,71,70,70.5,500,KAPC
01/12/2018,70,70,70,70,400,KAPC
01/11/2018,74,74,74,74,800,KAPC
01/09/2018,72,72,72,72,100,KAPC
01/05/2018,72,72,72,72,300,KAPC
01/04/2018,66,66,66,66,300,KAPC
01/02/2018,67.5,70,67.5,67.5,"1,000",KAPC
